feature,count,mean,std,min,25%,50%,75%,max
imf_4_gate,1.0,0.12838599991846744,,0.12838599991846744,0.12838599991846744,0.12838599991846744,0.12838599991846744,0.12838599991846744
imf_4_kurtosis,1.0,1.8244723126532953,,1.8244723126532953,1.8244723126532953,1.8244723126532953,1.8244723126532953,1.8244723126532953
imf_4_source_correlation,1.0,0.41459267930182603,,0.41459267930182603,0.41459267930182603,0.41459267930182603,0.41459267930182603,0.41459267930182603
imf_4_spectral_entropy,1.0,0.24382014447875022,,0.24382014447875022,0.24382014447875022,0.24382014447875022,0.24382014447875022,0.24382014447875022
imf_5_bandwidth_hz,1.0,17.643398097364535,,17.643398097364535,17.643398097364535,17.643398097364535,17.643398097364535,17.643398097364535
imf_5_centre_frequency_hz,1.0,52.816809828520086,,52.816809828520086,52.816809828520086,52.816809828520086,52.816809828520086,52.816809828520086
imf_5_energy_ratio,1.0,0.012592921784474104,,0.012592921784474104,0.012592921784474104,0.012592921784474104,0.012592921784474104,0.012592921784474104
imf_5_gate,1.0,0.051766370216269474,,0.051766370216269474,0.051766370216269474,0.051766370216269474,0.051766370216269474,0.051766370216269474
imf_5_kurtosis,1.0,4.620189914041539,,4.620189914041539,4.620189914041539,4.620189914041539,4.620189914041539,4.620189914041539
imf_5_source_correlation,1.0,0.013574188536530042,,0.013574188536530042,0.013574188536530042,0.013574188536530042,0.013574188536530042,0.013574188536530042
imf_5_spectral_entropy,1.0,0.313114191179034,,0.313114191179034,0.313114191179034,0.313114191179034,0.313114191179034,0.313114191179034
imf_6_bandwidth_hz,1.0,9.077032318919349,,9.077032318919349,9.077032318919349,9.077032318919349,9.077032318919349,9.077032318919349
imf_6_centre_frequency_hz,1.0,22.932582047909634,,22.932582047909634,22.932582047909634,22.932582047909634,22.932582047909634,22.932582047909634
imf_6_energy_ratio,1.0,0.002421312772172491,,0.002421312772172491,0.002421312772172491,0.002421312772172491,0.002421312772172491,0.002421312772172491
imf_6_gate,1.0,0.03989465510743237,,0.03989465510743237,0.03989465510743237,0.03989465510743237,0.03989465510743237,0.03989465510743237
imf_6_kurtosis,1.0,3.7626823321626173,,3.7626823321626173,3.7626823321626173,3.7626823321626173,3.7626823321626173,3.7626823321626173
imf_6_source_correlation,1.0,0.00017082938176133443,,0.00017082938176133443,0.00017082938176133443,0.00017082938176133443,0.00017082938176133443,0.00017082938176133443
imf_6_spectral_entropy,1.0,0.2151006981816323,,0.2151006981816323,0.2151006981816323,0.2151006981816323,0.2151006981816323,0.2151006981816323
imf_7_bandwidth_hz,1.0,5.844009601166761,,5.844009601166761,5.844009601166761,5.844009601166761,5.844009601166761,5.844009601166761
imf_7_centre_frequency_hz,1.0,9.98446691024341,,9.98446691024341,9.98446691024341,9.98446691024341,9.98446691024341,9.98446691024341
imf_7_energy_ratio,1.0,0.0020134990188279125,,0.0020134990188279125,0.0020134990188279125,0.0020134990188279125,0.0020134990188279125,0.0020134990188279125
imf_7_gate,1.0,0.029067115210536263,,0.029067115210536263,0.029067115210536263,0.029067115210536263,0.029067115210536263,0.029067115210536263
imf_7_kurtosis,1.0,2.337209685683961,,2.337209685683961,2.337209685683961,2.337209685683961,2.337209685683961,2.337209685683961
imf_7_source_correlation,1.0,0.002245852313007369,,0.002245852313007369,0.002245852313007369,0.002245852313007369,0.002245852313007369,0.002245852313007369
imf_7_spectral_entropy,1.0,0.1447761754997891,,0.1447761754997891,0.1447761754997891,0.1447761754997891,0.1447761754997891,0.1447761754997891
imf_8_bandwidth_hz,1.0,4.505168435228681,,4.505168435228681,4.505168435228681,4.505168435228681,4.505168435228681,4.505168435228681
imf_8_centre_frequency_hz,1.0,9.402078122168907,,9.402078122168907,9.402078122168907,9.402078122168907,9.402078122168907,9.402078122168907
imf_8_energy_ratio,1.0,0.0004489579661470859,,0.0004489579661470859,0.0004489579661470859,0.0004489579661470859,0.0004489579661470859,0.0004489579661470859
imf_8_gate,1.0,0.023687275607611354,,0.023687275607611354,0.023687275607611354,0.023687275607611354,0.023687275607611354,0.023687275607611354
imf_8_kurtosis,1.0,1.6583641110026557,,1.6583641110026557,1.6583641110026557,1.6583641110026557,1.6583641110026557,1.6583641110026557
imf_8_source_correlation,1.0,0.002215068788552889,,0.002215068788552889,0.002215068788552889,0.002215068788552889,0.002215068788552889,0.002215068788552889
imf_8_spectral_entropy,1.0,0.1054583249165149,,0.1054583249165149,0.1054583249165149,0.1054583249165149,0.1054583249165149,0.1054583249165149
imf_9_bandwidth_hz,1.0,3.153217591945007,,3.153217591945007,3.153217591945007,3.153217591945007,3.153217591945007,3.153217591945007
imf_9_centre_frequency_hz,1.0,10.02072120653397,,10.02072120653397,10.02072120653397,10.02072120653397,10.02072120653397,10.02072120653397
imf_9_energy_ratio,1.0,0.00029090842196133457,,0.00029090842196133457,0.00029090842196133457,0.00029090842196133457,0.00029090842196133457,0.00029090842196133457
imf_9_gate,1.0,0.029211034313767772,,0.029211034313767772,0.029211034313767772,0.029211034313767772,0.029211034313767772,0.029211034313767772
imf_9_kurtosis,1.0,2.4398683466345723,,2.4398683466345723,2.4398683466345723,2.4398683466345723,2.4398683466345723,2.4398683466345723
imf_9_source_correlation,1.0,0.0009600507243798626,,0.0009600507243798626,0.0009600507243798626,0.0009600507243798626,0.0009600507243798626,0.0009600507243798626
